ID,Count.StartTime,Count.UnitTypeID,Count.Booked Weight,Count.VGM Weight,Corrected Weight,Variance
14517012,45001,SWAP20,5000,4,4000,1000
14517012,45001,SWAP20,5000,,5000,0
14434108,44970,SWAP20,17000,17,17000,0
14413127,44963,SWAP20,5000,4,4000,1000
14344498,44935,SWAP20,15000,9,9000,6000
14416390,44964,SWAP20,5000,4,4000,1000
14433742,44970,SWAP20,5000,5,5000,0
14475657,44986,SWAP20,3000,5,5000,-2000
14425727,44967,SWAP20,3000,4,4000,-1000
14443251,44973,SWAP20,10000,10,10000,0
14516654,45001,SWAP20,11000,9,9000,2000
14501244,44995,SWAP20,10000,11,11000,-1000
14501244,44995,SWAP20,10000,,10000,0
14413131,44963,SWAP20,5000,4,4000,1000
14371819,44945,SWAP20,13000,6,6000,7000
14520651,45002,SWAP20,5000,5,5000,0
14520651,45002,SWAP20,5000,,5000,0
14535796,45008,SWAP20,7000,7,7000,0
14411984,44963,SWAP20,9000,8,8000,1000
14405854,44959,SWAP20,8000,5,5000,3000
14392553,44953,SWAP20,8000,4,4000,4000
14408938,44960,SWAP20,5000,5,5000,0
14375462,44946,SWAP20,10000,5,5000,5000
14520409,45002,SWAP20,10000,10,10000,0
14510321,44999,SWAP20,10000,5,5000,5000
14476538,44986,SWAP20,14000,16,16000,-2000
14479016,44987,SWAP20,8000,5,5000,3000
14398563,44957,SWAP20,9000,5,5000,4000
14337465,44930,SWAP20,8000,,8000,0
14337465,44930,SWAP20,8000,4,4000,4000
14462672,44980,SWAP20,10000,12,12000,-2000
14445807,44974,SWAP20,5000,4,4000,1000
14439175,44972,SWAP20,7000,7,7000,0
14418002,44964,SWAP20,7000,7,7000,0
14446648,44974,SWAP20,12000,12,12000,0
14482978,44988,SWAP20,7000,7,7000,0
14491106,44992,SWAP20,7000,7,7000,0
14510541,44999,SWAP20,15000,17,17000,-2000
14524278,45005,SWAP20,15000,,15000,0
14524278,45005,SWAP20,15000,8,8000,7000
14524278,45005,SWAP20,15000,,15000,0
14514863,45000,SWAP20,9000,7,7000,2000
14405165,44959,SWAP20,12000,10,10000,2000
14386053,44951,SWAP20,8000,5,5000,3000
14379317,44949,SWAP20,15000,11,11000,4000
14405344,44959,SWAP20,5000,5,5000,0
14422412,44966,SWAP20,5000,5,5000,0
14347316,44936,SWAP20,10000,10,10000,0
14503060,44995,SWAP20,12000,,12000,0
14503060,44995,SWAP20,12000,12,12000,0
14483040,44988,SWAP20,13000,10,10000,3000
14439176,44972,SWAP20,5000,5,5000,0
14454400,44978,SWAP20,14000,15,15000,-1000
14460704,44980,SWAP20,11000,12,12000,-1000
14460704,44980,SWAP20,11000,11,11000,0
14353939,44938,SWAP20,10000,5,5000,5000
14369808,44944,SWAP20,8000,5,5000,3000
14382978,44950,SWAP20,13000,9,9000,4000
14463898,44981,SWAP20,3000,4,4000,-1000
14463898,44981,SWAP20,3000,,3000,0
14472428,44985,SWAP20,14000,13,13000,1000
14453936,44978,SWAP20,5000,10,10000,-5000
14365568,44943,SWAP20,9000,7,7000,2000
14355378,44938,SWAP20,13000,9,9000,4000
14509879,44999,SWAP20,11000,11,11000,0
14538196,45009,SWAP20,9000,7,7000,2000
14419045,44965,SWAP20,5000,12,12000,-7000
14405856,44959,SWAP20,9000,5,5000,4000
14380349,44949,SWAP20,14000,9,9000,5000
14367915,44944,SWAP20,13000,7,7000,6000
14446255,44974,SWAP20,7000,7,7000,0
14451105,44977,SWAP20,8000,6,6000,2000
14490357,44992,SWAP20,15000,18,18000,-3000
14364071,44943,SWAP20,10000,10,10000,0
14364707,44943,SWAP20,11000,8,8000,3000
14520532,45002,SWAP20,12000,17,17000,-5000
14537483,45009,SWAP20,12000,14,14000,-2000
14367357,44944,SWAP20,8000,4,4000,4000
14331793,44929,SWAP20,15000,14,14000,1000
14368296,44944,SWAP20,8000,4,4000,4000
14361676,44942,SWAP20,15000,12,12000,3000
14382237,44950,SWAP20,8000,,8000,0
14382237,44950,SWAP20,8000,,8000,0
14382237,44950,SWAP20,8000,4,4000,4000
14491194,44992,SWAP20,12000,16,16000,-4000
14439164,44972,SWAP20,5000,4,4000,1000
14439164,44972,SWAP20,5000,,5000,0
14469444,44984,SWAP20,13000,14,14000,-1000
14472432,44985,SWAP20,15000,14,14000,1000
14439603,44972,SWAP20,5000,5,5000,0
14493428,44993,SWAP20,5000,5,5000,0
14487381,44991,SWAP20,11000,16,16000,-5000
14510324,44999,SWAP20,10000,10,10000,0
14373409,44945,SWAP20,10000,6,6000,4000
14356579,44939,SWAP20,8000,5,5000,3000
14535279,45008,SWAP20,14000,10,10000,4000
14524636,45005,SWAP20,8000,8,8000,0
14379341,44949,SWAP20,22000,17,17000,5000
14405230,44959,SWAP20,5000,5,5000,0
14398954,44957,SWAP20,14000,7,7000,7000
14419068,44965,SWAP20,8000,15,15000,-7000
14411987,44963,SWAP20,10000,16,16000,-6000
14510326,44999,SWAP20,10000,10,10000,0
14493970,44993,SWAP20,12000,15,15000,-3000
14473287,44985,SWAP20,5000,10,10000,-5000
14471441,44985,SWAP20,5000,5,5000,0
14461527,44980,SWAP20,7000,7,7000,0
14379319,44949,SWAP20,10000,6,6000,4000
14356676,44939,SWAP20,11000,10,10000,1000
14365466,44943,SWAP20,10000,10,10000,0
14468936,44984,SWAP20,9000,9,9000,0
14488249,44991,SWAP20,9000,9,9000,0
14514144,45000,SWAP20,9000,7,7000,2000
14516958,45001,SWAP20,10000,4,4000,6000
14464689,44981,SWAP20,15000,18,18000,-3000
14457656,44979,SWAP20,10000,10,10000,0
14392587,44953,SWAP20,13000,7,7000,6000
14411996,44963,SWAP20,8000,9,9000,-1000
14399235,44957,SWAP20,18000,10,10000,8000
14528251,45006,SWAP20,8000,9,9000,-1000
14405166,44959,SWAP20,8000,8,8000,0
14419046,44965,SWAP20,5000,5,5000,0
14419046,44965,SWAP20,5000,5,5000,0
14388137,44952,SWAP20,8000,4,4000,4000
14514146,45000,SWAP20,9000,7,7000,2000
14479018,44987,SWAP20,8000,7,7000,1000
14375528,44946,SWAP20,18000,10,10000,8000
14385145,44951,SWAP20,18000,7,7000,11000
14413181,44963,SWAP20,5000,4,4000,1000
14416599,44964,SWAP20,7000,9,9000,-2000
14465515,44983,SWAP20,9000,7,7000,2000
14432805,44970,SWAP20,5000,4,4000,1000
14408085,44960,SWAP20,5000,5,5000,0
14371778,44945,SWAP20,8000,4,4000,4000
14392590,44953,SWAP20,13000,6,6000,7000
14351048,44937,SWAP20,9000,6,6000,3000
14330027,44928,SWAP20,15000,11,11000,4000
14337543,44930,SWAP20,8000,4,4000,4000
14337544,44930,SWAP20,10000,9,9000,1000
14382238,44950,SWAP20,8000,4,4000,4000
14382238,44950,SWAP20,8000,,8000,0
14382238,44950,SWAP20,8000,,8000,0
14382238,44950,SWAP20,8000,,8000,0
14408121,44960,SWAP20,14000,13,13000,1000
14402701,44958,SWAP20,9000,5,5000,4000
14491212,44992,SWAP20,12000,5,5000,7000
14508659,44998,SWAP20,15000,16,16000,-1000
14492032,44992,SWAP20,10000,9,9000,1000
14475906,44986,SWAP20,13000,,13000,0
14475906,44986,SWAP20,13000,9,9000,4000
14528137,45006,SWAP20,9000,6,6000,3000
14475659,44986,SWAP20,8000,7,7000,1000
14475826,44986,SWAP20,16000,16,16000,0
14439624,44972,SWAP20,5000,4,4000,1000
14488405,44991,SWAP20,12000,16,16000,-4000
14514091,45000,SWAP20,6000,6,6000,0
14408945,44960,SWAP20,5000,5,5000,0
14422404,44966,SWAP20,8000,,8000,0
14422404,44966,SWAP20,8000,4,4000,4000
14379669,44949,SWAP20,14000,7,7000,7000
14396057,44956,SWAP20,15000,15,15000,0
14389424,44952,SWAP20,9000,4,4000,5000
14331771,44929,SWAP20,9000,5,5000,4000
14367917,44944,SWAP20,15000,15,15000,0
14347307,44936,SWAP20,13000,9,9000,4000
14398571,44957,SWAP20,15000,15,15000,0
14514093,45000,SWAP20,10000,12,12000,-2000
14503056,44995,SWAP20,12000,13,13000,-1000
14503056,44995,SWAP20,12000,,12000,0
14433605,44970,SWAP20,10000,12,12000,-2000
14425710,44967,SWAP20,13000,12,12000,1000
14412985,44963,SWAP20,8000,6,6000,2000
14345408,44935,SWAP20,3000,7,7000,-4000
14337417,44930,SWAP20,8000,7,7000,1000
14353941,44938,SWAP20,15000,11,11000,4000
14331773,44929,SWAP20,13000,11,11000,2000
14368010,44944,SWAP20,18000,14,14000,4000
14408126,44960,SWAP20,14000,12,12000,2000
14471750,44985,SWAP20,15000,16,16000,-1000
14526794,45005,SWAP20,12000,9,9000,3000
14530189,45007,SWAP20,17000,8,8000,9000
14475905,44986,SWAP20,12000,5,5000,7000
14426797,44967,SWAP20,7000,7,7000,0
14446238,44974,SWAP20,11000,12,12000,-1000
14520614,45002,SWAP20,15000,16,16000,-1000
14487386,44991,SWAP20,12000,6,6000,6000
14479063,44987,SWAP20,10000,6,6000,4000
14439604,44972,SWAP20,15000,12,12000,3000
14471736,44985,SWAP20,4000,5,5000,-1000
14464693,44981,SWAP20,7000,6,6000,1000
14422403,44966,SWAP20,8000,4,4000,4000
14422403,44966,SWAP20,8000,,8000,0
14392400,44953,SWAP20,9000,5,5000,4000
14437978,44971,SWAP20,11000,9,9000,2000
14453937,44978,SWAP20,15000,14,14000,1000
14493429,44993,SWAP20,7000,7,7000,0
14516960,45001,SWAP20,9000,7,7000,2000
14371825,44945,SWAP20,18000,11,11000,7000
14356680,44939,SWAP20,13000,9,9000,4000
14388841,44952,SWAP20,9000,5,5000,4000
14401659,44958,SWAP20,8000,4,4000,4000
14479064,44987,SWAP20,7000,7,7000,0
14487188,44991,SWAP20,12000,6,6000,6000
14531520,45007,SWAP20,13000,16,16000,-3000
14419047,44965,SWAP20,5000,5,5000,0
14330028,44928,SWAP20,13000,11,11000,2000
14491216,44992,SWAP20,12000,6,6000,6000
14510542,44999,SWAP20,10000,10,10000,0
14476963,44986,SWAP20,5000,14,14000,-9000
14532259,45007,SWAP20,5000,,5000,0
14532259,45007,SWAP20,5000,,5000,0
14535284,45008,SWAP20,11000,11,11000,0
14524643,45005,SWAP20,7000,5,5000,2000
14475470,44986,SWAP20,3000,3,3000,0
14439179,44972,SWAP20,10000,13,13000,-3000
14517030,45001,SWAP20,6000,,6000,0
14517030,45001,SWAP20,6000,4,4000,2000
14491220,44992,SWAP20,15000,13,13000,2000
14419048,44965,SWAP20,5000,3,3000,2000
14396143,44956,SWAP20,8000,,8000,0
14396143,44956,SWAP20,8000,,8000,0
14396143,44956,SWAP20,8000,4,4000,4000
14379342,44949,SWAP20,14000,12,12000,2000
14491109,44992,SWAP20,16000,17,17000,-1000
14479068,44987,SWAP20,8000,4,4000,4000
14506398,44998,SWAP20,10000,5,5000,5000
14451282,44977,SWAP20,10000,6,6000,4000
14457657,44979,SWAP20,5000,5,5000,0
14469747,44984,SWAP20,12000,12,12000,0
14506184,44998,SWAP20,15000,12,12000,3000
14382337,44950,SWAP20,15000,18,18000,-3000
14525857,45005,SWAP20,9000,7,7000,2000
14531857,45007,SWAP20,5000,5,5000,0
14371779,44945,SWAP20,14000,11,11000,3000
14345292,44935,SWAP20,17000,14,14000,3000
14514147,45000,SWAP20,10000,5,5000,5000
14514147,45000,SWAP20,10000,,10000,0
14515537,45001,SWAP20,3000,5,5000,-2000
14495041,44993,SWAP20,15000,14,14000,1000
14475827,44986,SWAP20,7000,6,6000,1000
14468793,44984,SWAP20,10000,10,10000,0
14434111,44970,SWAP20,11000,7,7000,4000
14433610,44970,SWAP20,15000,10,10000,5000
14451404,44977,SWAP20,15000,14,14000,1000
14475909,44986,SWAP20,15000,13,13000,2000
14492183,44992,SWAP20,7000,,7000,0
14492183,44992,SWAP20,7000,7,7000,0
14339560,44931,SWAP20,14000,8,8000,6000
14331794,44929,SWAP20,10000,5,5000,5000
14416865,44964,SWAP20,15000,15,15000,0
14416867,44964,SWAP20,10000,10,10000,0
14408128,44960,SWAP20,14000,10,10000,4000
14371643,44945,SWAP20,8000,3,3000,5000
14385147,44951,SWAP20,12000,11,11000,1000
14356683,44939,SWAP20,14000,10,10000,4000
14509880,44999,SWAP20,11000,9,9000,2000
14471662,44985,SWAP20,9000,6,6000,3000
14471662,44985,SWAP20,9000,5,5000,4000
14527906,45006,SWAP20,10000,8,8000,2000
14527906,45006,SWAP20,10000,,10000,0
14532426,45007,SWAP20,7000,10,10000,-3000
14471675,44985,SWAP20,9000,5,5000,4000
14471675,44985,SWAP20,9000,7,7000,2000
14513849,45000,SWAP20,10000,7,7000,3000
14361673,44942,SWAP20,18000,16,16000,2000
14332451,44929,SWAP20,19000,15,15000,4000
14376084,44946,SWAP20,8000,4,4000,4000
14388514,44952,SWAP20,8000,4,4000,4000
14399770,44957,SWAP20,18000,15,15000,3000
14344533,44935,SWAP20,11000,5,5000,6000
14510328,44999,SWAP20,15000,14,14000,1000
14503054,44995,SWAP20,17000,,17000,0
14503054,44995,SWAP20,17000,17,17000,0
14479071,44987,SWAP20,13000,12,12000,1000
14535286,45008,SWAP20,15000,,15000,0
14535286,45008,SWAP20,15000,15,15000,0
14535286,45008,SWAP20,15000,15,15000,0
14528253,45006,SWAP20,12000,16,16000,-4000
14531858,45007,SWAP20,5000,10,10000,-5000
14491111,44992,SWAP20,7000,6,6000,1000
14496923,44994,SWAP20,12000,11,11000,1000
14469269,44984,SWAP20,5000,6,6000,-1000
14442681,44973,SWAP20,13000,13,13000,0
14427630,44967,SWAP20,30000,8,8000,22000
14402979,44958,SWAP20,18000,4,4000,14000
14392555,44953,SWAP20,8000,4,4000,4000
14385618,44951,SWAP20,13000,8,8000,5000
14416394,44964,SWAP20,5000,4,4000,1000
14344503,44935,SWAP20,12000,7,7000,5000
14446650,44974,SWAP20,12000,12,12000,0
14488406,44991,SWAP20,5000,4,4000,1000
14510501,44999,SWAP20,15000,21,21000,-6000
14520615,45002,SWAP20,8000,9,9000,-1000
14520615,45002,SWAP20,8000,8,8000,0
14532229,45007,SWAP20,5000,,5000,0
14532229,45007,SWAP20,5000,,5000,0
14517015,45001,SWAP20,13000,10,10000,3000
14498030,44994,SWAP20,10000,10,10000,0
14331157,44928,SWAP20,13000,13,13000,0
14331796,44929,SWAP20,9000,6,6000,3000
14375138,44946,SWAP20,8000,4,4000,4000
14388518,44952,SWAP20,8000,4,4000,4000
14507243,44998,SWAP20,9000,9,9000,0
14525862,45005,SWAP20,9000,7,7000,2000
14514829,45000,SWAP20,8000,8,8000,0
14498453,44994,SWAP20,10000,11,11000,-1000
14482607,44988,SWAP20,5000,5,5000,0
14388855,44952,SWAP20,8000,4,4000,4000
14375519,44946,SWAP20,13000,7,7000,6000
14375519,44946,SWAP20,13000,8,8000,5000
14353907,44938,SWAP20,10000,6,6000,4000
14502537,44995,SWAP20,10000,8,8000,2000
14523127,45004,SWAP20,12500,5,5000,7500
14426367,44967,SWAP20,7000,6,6000,1000
14426367,44967,SWAP20,7000,,7000,0
14339571,44931,SWAP20,11000,8,8000,3000
14382239,44950,SWAP20,8000,,8000,0
14382239,44950,SWAP20,8000,,8000,0
14382239,44950,SWAP20,8000,4,4000,4000
14419565,44965,SWAP20,9000,7,7000,2000
14421659,44965,SWAP20,8000,5,5000,3000
14423127,44966,SWAP20,5000,,5000,0
14423127,44966,SWAP20,5000,4,4000,1000
14409245,44960,SWAP20,7000,7,7000,0
14337410,44930,SWAP20,13000,7,7000,6000
14367359,44944,SWAP20,8000,4,4000,4000
14439634,44972,SWAP20,5000,4,4000,1000
14469119,44984,SWAP20,9000,9,9000,0
14520617,45002,SWAP20,12000,15,15000,-3000
14514831,45000,SWAP20,7000,6,6000,1000
14492180,44992,SWAP20,10000,8,8000,2000
14497142,44994,SWAP20,5000,5,5000,0
14482774,44988,SWAP20,5000,5,5000,0
14520533,45002,SWAP20,4000,9,9000,-5000
14375038,44946,SWAP20,8000,4,4000,4000
14388235,44952,SWAP20,8000,4,4000,4000
14415435,44963,SWAP20,8000,5,5000,3000
14511517,44999,SWAP20,11000,6,6000,5000
14498346,44994,SWAP20,10000,10,10000,0
14445001,44974,SWAP20,10000,11,11000,-1000
14538197,45009,SWAP20,9000,7,7000,2000
14385619,44951,UNKNOWN,7000,5,5000,2000
14375040,44946,SWAP20,8000,5,5000,3000
14389073,44952,SWAP20,8000,4,4000,4000
14408145,44960,SWAP20,9000,7,7000,2000
14361660,44942,SWAP20,8000,5,5000,3000
14353908,44938,SWAP20,8000,9,9000,-1000
14442693,44973,SWAP20,12000,12,12000,0
14476987,44986,SWAP20,15000,16,16000,-1000
14468794,44984,SWAP20,13000,10,10000,3000
14457460,44979,SWAP20,5000,5,5000,0
14465306,44981,SWAP20,10000,7,7000,3000
14465306,44981,SWAP20,10000,,10000,0
14494437,44993,SWAP20,5000,7,7000,-2000
14479020,44987,SWAP20,10000,8,8000,2000
14408956,44960,SWAP20,5000,4,4000,1000
14419574,44965,SWAP20,5000,5,5000,0
14445809,44974,MOB,7000,8,8000,-1000
14443254,44973,SWAP20,8000,12,12000,-4000
14457287,44979,SWAP20,5000,4,4000,1000
14461529,44980,SWAP20,5000,5,5000,0
14451284,44977,SWAP20,12000,14,14000,-2000
14482979,44988,SWAP20,5000,,5000,0
14510503,44999,SWAP20,15000,16,16000,-1000
14502840,44995,SWAP20,7000,,7000,0
14502840,44995,SWAP20,7000,7,7000,0
14401997,44958,SWAP20,18000,15,15000,3000
14412961,44963,SWAP20,12000,11,11000,1000
14388866,44952,SWAP20,17000,,17000,0
14388866,44952,SWAP20,17000,13,13000,4000
14371213,44945,SWAP20,8000,4,4000,4000
14516964,45001,SWAP20,12000,15,15000,-3000
14495042,44993,SWAP20,7000,,7000,0
14495042,44993,SWAP20,7000,7,7000,0
14495042,44993,SWAP20,7000,7,7000,0
14464030,44981,SWAP20,6000,10,10000,-4000
14457659,44979,SWAP20,7000,6,6000,1000
14529557,45006,SWAP20,5000,4,4000,1000
14464024,44981,SWAP20,3000,4,4000,-1000
14464024,44981,SWAP20,3000,,3000,0
14464024,44981,SWAP20,3000,,3000,0
14478555,44987,SWAP20,5000,5,5000,0
14470315,44984,SWAP20,7000,6,6000,1000
14451286,44977,SWAP20,3000,8,8000,-5000
14434113,44970,SWAP20,10000,9,9000,1000
14368017,44944,SWAP20,8000,5,5000,3000
14368017,44944,SWAP20,8000,,8000,0
14345378,44935,SWAP20,18000,15,15000,3000
14382645,44950,SWAP20,8000,,8000,0
14382645,44950,SWAP20,8000,,8000,0
14382645,44950,SWAP20,8000,4,4000,4000
14446240,44974,SWAP20,11000,12,12000,-1000
14476957,44986,SWAP20,5000,5,5000,0
14520655,45002,SWAP20,5000,5,5000,0
14507332,44998,SWAP20,14000,16,16000,-2000
14468906,44984,SWAP20,8000,6,6000,2000
14382292,44950,SWAP20,9000,6,6000,3000
14392561,44953,SWAP20,8000,4,4000,4000
14364708,44943,SWAP20,8000,5,5000,3000
14532431,45007,SWAP20,16000,16,16000,0
14364337,44943,SWAP20,8000,5,5000,3000
14347885,44936,SWAP20,18000,15,15000,3000
14382456,44950,SWAP20,13000,15,15000,-2000
14471738,44985,SWAP20,4000,4,4000,0
14464695,44981,SWAP20,10000,13,13000,-3000
14483045,44990,SWAP20,12000,11,11000,1000
14491278,44992,SWAP20,15000,13,13000,2000
14520619,45002,SWAP20,17000,,17000,0
14520619,45002,SWAP20,17000,17,17000,0
14464697,44981,SWAP20,5000,5,5000,0
14457660,44979,SWAP20,8000,8,8000,0
14416869,44964,SWAP20,7000,6,6000,1000
14424855,44966,SWAP20,14000,14,14000,0
14465523,44981,SWAP20,14000,9,9000,5000
14502957,44995,SWAP20,9000,11,11000,-2000
14382240,44950,SWAP20,8000,8,8000,0
14526695,45005,SWAP20,5000,4,4000,1000
14396145,44956,SWAP20,8000,4,4000,4000
14396145,44956,SWAP20,8000,,8000,0
14396145,44956,SWAP20,8000,,8000,0
14411999,44963,SWAP20,5000,4,4000,1000
14475765,44986,SWAP20,10000,10,10000,0
14451039,44977,SWAP20,3000,4,4000,-1000
14453939,44978,SWAP20,10000,15,15000,-5000
14471445,44985,SWAP20,15000,17,17000,-2000
14487192,44991,SWAP20,12000,10,10000,2000
14424868,44966,SWAP20,16000,15,15000,1000
14399238,44957,SWAP20,16000,16,16000,0
14399238,44957,SWAP20,16000,14,14000,2000
14392611,44953,SWAP20,17000,15,15000,2000
14375139,44946,SWAP20,8000,5,5000,3000
14356697,44939,SWAP20,17000,17,17000,0
14524641,45005,SWAP20,11000,8,8000,3000
14532589,45007,SWAP20,6000,6,6000,0
14487945,44991,SWAP20,14000,,14000,0
14502055,44995,SWAP20,10000,,10000,0
14502055,44995,SWAP20,10000,12,12000,-2000
14514097,45000,SWAP20,5000,4,4000,1000
14465138,44981,SWAP20,3000,4,4000,-1000
14425712,44967,SWAP20,8000,11,11000,-3000
14437714,44971,SWAP20,5000,5,5000,0
14502919,44995,SWAP20,15000,16,16000,-1000
14483050,44988,SWAP20,13000,12,12000,1000
14356699,44939,SWAP20,9000,4,4000,5000
14345413,44935,SWAP20,15000,14,14000,1000
14375196,44946,SWAP20,8000,4,4000,4000
14496994,44994,SWAP20,13000,11,11000,2000
14514151,45000,SWAP20,11000,6,6000,5000
14475726,44986,SWAP20,12000,16,16000,-4000
14532592,45007,SWAP20,17000,17,17000,0
14525416,45005,SWAP20,15000,15,15000,0
14525416,45005,SWAP20,15000,,15000,0
14468908,44984,SWAP20,13000,15,15000,-2000
14461539,44980,SWAP20,7000,7,7000,0
14510505,44999,SWAP20,10000,10,10000,0
14498377,44994,SWAP20,5000,4,4000,1000
14482605,44988,SWAP20,5000,5,5000,0
14367931,44944,SWAP20,19000,17,17000,2000
14381343,44949,SWAP20,18000,17,17000,1000
14392596,44953,SWAP20,19000,18,18000,1000
14405168,44959,SWAP20,13000,4,4000,9000
14422414,44966,SWAP20,5000,5,5000,0
14482996,44988,SWAP20,11000,14,14000,-3000
14510485,44999,SWAP20,8000,6,6000,2000
14457668,44979,SWAP20,5000,5,5000,0
14439181,44972,SWAP20,5000,5,5000,0
14451403,44977,SWAP20,15000,8,8000,7000
14471608,44985,SWAP20,15000,13,13000,2000
14502487,44995,SWAP20,12000,,12000,0
14502487,44995,SWAP20,12000,18,18000,-6000
14407753,44960,SWAP20,5000,5,5000,0
14382338,44950,SWAP20,15000,10,10000,5000
14347310,44936,SWAP20,13000,13,13000,0
14338892,44931,SWAP20,8000,5,5000,3000
14356717,44939,SWAP20,8000,5,5000,3000
14416397,44964,SWAP20,5000,,5000,0
14514828,45000,SWAP20,10000,7,7000,3000
14471751,44985,SWAP20,13000,13,13000,0
14451186,44977,SWAP20,10000,9,9000,1000
14433748,44970,SWAP20,5000,5,5000,0
14469247,44984,SWAP20,15000,15,15000,0
14528138,45006,SWAP20,13000,10,10000,3000
14468795,44984,SWAP20,9000,7,7000,2000
14433613,44970,SWAP20,12000,13,13000,-1000
14516519,45001,SWAP20,6000,,6000,0
14516519,45001,SWAP20,6000,5,5000,1000
14421630,44965,SWAP20,15000,5,5000,10000
14364689,44943,SWAP20,15000,14,14000,1000
14329992,44928,SWAP20,13000,10,10000,3000
14380038,44949,SWAP20,19000,17,17000,2000
14488257,44991,SWAP20,23000,24,24000,-1000
14528140,45006,SWAP20,10000,8,8000,2000
14488013,44991,SWAP20,15000,,15000,0
14488013,44991,SWAP20,15000,13,13000,2000
14347829,44936,SWAP20,8000,4,4000,4000
14408187,44960,SWAP20,5000,7,7000,-2000
14402005,44958,SWAP20,10000,11,11000,-1000
14425730,44967,SWAP20,3000,4,4000,-1000
14442281,44973,SWAP20,5000,4,4000,1000
14442652,44973,SWAP20,5000,4,4000,1000
14520677,45002,SWAP20,13000,10,10000,3000
14424490,44966,SWAP20,3000,5,5000,-2000
14353910,44938,SWAP20,8000,9,9000,-1000
14339576,44931,SWAP20,3000,659,6590,-3590
14339562,44931,SWAP20,12000,10,10000,2000
14331049,44928,SWAP20,4200,10,10000,-5800
14348347,44936,SWAP20,8000,3,3000,5000
14361661,44942,SWAP20,16000,16,16000,0
14376179,44946,SWAP20,8000,4,4000,4000
14389265,44952,SWAP20,9000,6,6000,3000
14353942,44938,SWAP20,13000,10,10000,3000
14331777,44929,SWAP20,10000,7,7000,3000
14347315,44936,SWAP20,9000,4,4000,5000
14364621,44943,SWAP20,13000,11,11000,2000
14399144,44957,SWAP20,13000,10,10000,3000
14520967,45004,SWAP20,13000,12,12000,1000
14468800,44984,SWAP20,10000,12,12000,-2000
14537920,45009,SWAP20,7000,,7000,0
14442695,44973,SWAP20,10000,12,12000,-2000
14433621,44970,SWAP20,6000,6,6000,0
14405169,44959,SWAP20,5000,4,4000,1000
14419134,44965,SWAP20,5000,4,4000,1000
14388409,44952,SWAP20,15000,8,8000,7000
14396058,44956,SWAP20,10000,6,6000,4000
14418431,44964,SWAP20,8000,7,7000,1000
14464699,44981,SWAP20,5000,4,4000,1000
14510456,44999,SWAP20,10000,9,9000,1000
14510456,44999,SWAP20,10000,,10000,0
14482695,44988,SWAP20,3000,4,4000,-1000
14364690,44943,SWAP20,18000,15,15000,3000
14351055,44937,SWAP20,10000,10,10000,0
14397036,44956,SWAP20,16000,16,16000,0
14424474,44966,SWAP20,3000,7,7000,-4000
14495246,44993,SWAP20,9000,6,6000,3000
14475828,44986,SWAP20,12000,16,16000,-4000
14447015,44974,SWAP20,5000,5,5000,0
14454402,44978,SWAP20,14000,12,12000,2000
14433626,44970,SWAP20,10000,10,10000,0
14353911,44938,SWAP20,17000,16,16000,1000
14382458,44950,SWAP20,18000,13,13000,5000
14510486,44999,SWAP20,20000,16,16000,4000
14502047,44995,TC20,23000,24,24000,-1000
14502047,44995,TC20,23000,,23000,0
14445475,44977,TC20,29000,24,24000,5000
14325385,44930,TC20,31000,31,31000,0
14341541,44938,TC20,31000,31,31000,0
14445471,44978,TC20,29000,24,24000,5000
14516425,45007,TC20,31000,31,31000,0
14445484,44977,TC20,5000,4,4000,1000
14371578,44950,TC20,5000,5,5000,0
14371578,44950,TC20,5000,,5000,0
14414681,44965,TC20,5000,4,4000,1000
14341779,44936,TC20,5000,5,5000,0
14325283,44929,TC20,5000,5,5000,0
14325283,44929,TC20,5000,,5000,0
14515031,45002,TC20,5000,5,5000,0
14434617,44972,TC20,5000,4,4000,1000
14427246,44970,TC20,5000,5,5000,0
14457358,44984,TC20,5000,5,5000,0
14369738,44949,TC20,5000,4,4000,1000
14369738,44949,TC20,5000,,5000,0
14369738,44949,TC20,5000,,5000,0
14531805,45008,TC20,5000,4,4000,1000
14479531,44988,TC20,43000,4,4000,39000
14447200,44979,TC20,5000,5,5000,0
14404044,44960,TC20,20000,20,20000,0
14408204,44964,TC30,6000,6,6000,0
14345968,44936,TC30,6000,6,6000,0
14537499,45009,CON30,22000,,22000,0
14409083,44965,CON30,4000,4,4000,0
14518145,45007,CON30,4000,3,3000,1000
14341620,44936,CON30,4000,4,4000,0
14336631,44930,CON30,36000,32,32000,4000
14381309,44949,CON30,38000,,38000,0
14381309,44949,CON30,38000,32,32000,6000
14469422,44984,CON30,28000,32,32000,-4000
14437584,44971,CON30,4000,4,4000,0
14349167,44936,CON30,35000,31,31000,4000
14533727,45008,CON30,30000,,30000,0
14340096,44938,CON30,4000,3,3000,1000
14409103,44966,CON30,4000,5,5000,-1000
14399350,44957,CON30,33000,31,31000,2000
14453792,44979,CON30,4000,3,3000,1000
14437961,44972,TC40,30600,30,30000,600
14478529,44987,TC40,7000,4,4000,3000
14393051,44956,TC40,28050,28,28000,50
14520408,45008,TC40,30550,32,32000,-1450
14520419,45007,TC40,30550,30,30000,550
14491138,44994,TC40,30550,31,31000,-450
14453032,44978,TC40,27550,27,27000,550
14375542,44950,CON40,28000,28,28000,0
14408247,44963,TC40,29550,29,29000,550
