ID,Count.StartTime,Count.UnitTypeID,Count.Booked Weight,Count.VGM Weight,Corrected Weight,Variance
14386213,44951,TC26,28000,30,30000,-2000
14536901,45009,TC26,27680,28,28000,-320
14536901,45009,TC26,27680,,27680,0
14536901,45009,TC26,27680,,27680,0
14536901,45009,TC26,27680,,27680,0
14536901,45009,TC26,27680,,27680,0
14536901,45009,TC26,27680,,27680,0
14339726,44932,TC20,31180,30,30000,1180
14361536,44942,TC26,30000,30,30000,0
14478975,44988,TC20,32180,32,32000,180
14492045,44992,TC20,32180,,32180,0
14492045,44992,TC20,32180,30,30000,2180
14529297,45007,TC20,5000,4,4000,1000
14508398,44999,TC20,31000,28,28000,3000
14388940,44956,TC26,28000,28,28000,0
14479025,44987,TC20,24050,24,24000,50
14502768,44999,TC20,27180,27,27000,180
14404862,44959,TC26,32000,30,30000,2000
14348254,44942,TC20,31180,31,31000,180
14490283,44993,TC20,32180,32,32000,180
14469580,44986,TC20,28180,30,30000,-1820
14365102,44944,TC26,27000,27,27000,0
14326363,44936,TC20,28300,28,28000,300
14364791,44943,TC26,36000,31,31000,5000
14402303,44959,TC26,27727,28,28000,-273
14476714,44988,TC20,29180,29,29000,180
14347840,44936,TC26,26000,26,26000,0
14533017,45007,TC26,25260,,25260,0
14533017,45007,TC26,25260,25,25000,260
14427368,44973,TC20,31340,31,31000,340
14469581,44988,TC20,5000,4,4000,1000
14457513,44979,TC20,5000,4,4000,1000
14505930,44998,TC20,30180,30,30000,180
14495001,44994,TC26,14920,15,15000,-80
14525670,45006,TC20,28180,28,28000,180
14434594,44972,TC26,28000,28,28000,0
14490321,44994,TC20,27180,28,28000,-820
14332466,44938,TC20,31180,31,31000,180
14432596,44970,TC20,15180,17,17000,-1820
14427574,44970,TC26,25000,25,25000,0
14421655,44965,TC20,36000,31,31000,5000
14418227,44966,TC26,23000,23,23000,0
14452588,44978,TC20,14180,15,15000,-820
14339491,44935,TC26,32000,30,30000,2000
14521051,45006,TC26,32000,32,32000,0
14367565,44945,TC20,32180,32,32000,180
14487511,44992,TC20,28180,28,28000,180
14380402,44957,TC20,31180,32,32000,-820
14427075,44970,TC20,22180,22,22000,180
14349006,44938,TC26,28000,28,28000,0
14369156,44945,TC20,32710,27,27000,5710
14520686,45005,TC20,20260,21,21000,-740
14328481,44929,TC26,28000,28,28000,0
14347805,44937,TC26,29000,30,30000,-1000
14464552,44985,TC20,5000,4,4000,1000
14433550,44971,TC26,29000,30,30000,-1000
14337307,44931,TC20,31710,31,31000,710
14414778,44964,TC26,28000,30,30000,-2000
14469786,44988,TC20,31710,30,30000,1710
14401419,44959,TC20,38000,32,32000,6000
14401419,44959,TC20,38000,,38000,0
14396711,44956,TC26,33210,27,27000,6210
14452586,44978,TC20,5000,5,5000,0
14345419,44936,TC20,29710,30,30000,-290
14458122,44985,TC20,29710,31,31000,-1290
14437885,44973,TC20,24660,30,30000,-5340
14396170,44957,TC20,38000,31,31000,7000
14388837,44952,TC20,5000,4,4000,1000
14437830,44972,TC20,5000,4,4000,1000
14372902,44949,TC26,32000,32,32000,0
14463908,44985,TC20,28710,29,29000,-290
14455735,44981,TC26,29000,29,29000,0
14434542,44972,TC20,31710,31,31000,710
14326365,44928,TC20,29260,30,30000,-740
14515527,45001,TC20,28140,29,29000,-860
14362876,44944,TC26,33000,33,33000,0
14490284,44993,TC20,29640,30,30000,-360
14435743,44972,TC20,30640,31,31000,-360
14357668,44942,TC26,32000,32,32000,0
14361468,44942,TC20,30510,25,25000,5510
14441207,44977,TC20,31640,30,30000,1640
14362877,44944,TC26,28000,28,28000,0
14435764,44971,TC20,25640,26,26000,-360
14345457,44939,TC20,31640,31,31000,640
14403920,44960,TC20,32640,32,32000,640
14529324,45007,TC20,5000,5,5000,0
14462005,44984,TC26,28000,28,28000,0
14339439,44935,TC26,28000,28,28000,0
14452583,44978,TC20,5000,5,5000,0
14340214,44935,TC23,32000,32,32000,0
14508416,44999,TC23,30000,28,28000,2000
14512692,45002,TC20,28000,28,28000,0
14509984,45001,TC20,29000,29,29000,0
14520950,45005,TC20,5000,5,5000,0
14444108,44977,TC20,35000,29,29000,6000
14502731,44995,TC20,27000,,27000,0
14508499,45000,TC23,30000,27,27000,3000
14508499,45000,TC23,30000,,30000,0
14493847,44994,TC20,27940,28,28000,-60
14392169,44956,TC20,35000,30,30000,5000
14351341,44938,TC23,32000,32,32000,0
14490429,44993,TC20,27000,,27000,0
14490429,44993,TC20,27000,28,28000,-1000
14490429,44993,TC20,27000,,27000,0
14490429,44993,TC20,27000,,27000,0
14439656,44974,TC20,30020,30,30000,20
14336628,44931,TC20,31940,32,32000,-60
14439653,44973,TC20,29540,30,30000,-460
14345404,44937,TC20,14710,15,15000,-290
14508412,44999,TC20,33000,31,31000,2000
14418195,44965,TC26,28000,28,28000,0
14392960,44956,TC26,25000,25,25000,0
14414228,44965,TC26,28000,25,25000,3000
14508401,44999,TC20,31000,31,31000,0
14361398,44943,TC20,26210,26,26000,210
14420561,44966,TC26,14000,14,14000,0
14439654,44973,TC20,30710,30,30000,710
14369844,44946,TC26,25000,25,25000,0
14356648,44942,TC20,29710,29,29000,710
14365164,44950,TC20,31710,31,31000,710
14458598,44985,TC20,5000,4,4000,1000
14508405,44999,TC20,32000,30,30000,2000
14528633,45007,TC26,32000,31,31000,1000
14529322,45007,TC20,5000,5,5000,0
14328430,44931,TC20,28715,28,28000,715
14521218,45006,TC20,27715,28,28000,-285
14392921,44957,TC26,25250,26,26000,-750
14439655,44974,TC20,31515,31,31000,515
14421489,44974,TC26,31000,31,31000,0
14407743,44960,TC20,35000,28,28000,7000
14407743,44960,TC20,35000,,35000,0
14345217,44942,TC20,24875,25,25000,-125
14461155,44981,TC20,32715,32,32000,715
14368528,44946,TC20,30755,30,30000,755
14444895,44978,TC26,28000,28,28000,0
14487866,44991,TC20,32115,32,32000,115
14330987,44935,TC20,19715,20,20000,-285
14497030,44995,TC20,27715,28,28000,-285
14363125,44944,TC26,21000,21,21000,0
14375927,44951,TC20,5000,4,4000,1000
14353984,44942,TC26,36000,31,31000,5000
14353984,44942,TC26,36000,,36000,0
14353984,44942,TC26,36000,,36000,0
14400070,44959,TC26,30000,30,30000,0
14354789,44951,TC20,31815,30,30000,1815
14421390,44965,TC20,37000,32,32000,5000
14470175,44988,TC20,31715,32,32000,-285
14470175,44988,TC20,31715,,31715,0
14474668,44988,TC20,27715,27,27000,715
14438686,44972,TC20,5000,5,5000,0
14382263,44951,TC20,35000,35,35000,0
14506389,45001,TC20,27710,27,27000,710
14420839,44967,TC26,17000,17,17000,0
14420839,44967,TC26,17000,,17000,0
14440981,44974,TC26,32000,32,32000,0
14509680,44999,TC20,32710,,32710,0
14509680,44999,TC20,32710,31,31000,1710
14509680,44999,TC20,32710,30,30000,2710
14509680,44999,TC20,32710,31,31000,1710
14531560,45009,TC20,31950,32,32000,-50
14510065,45001,TC20,32000,32,32000,0
14507114,44998,TRA,32000,,32000,0
14507114,44998,TRA,32000,31,31000,1000
14328431,44929,TC20,31480,31,31000,480
14422695,44970,TC23,33000,31,31000,2000
14474667,44988,TC20,32020,33,33000,-980
14368763,44951,TC20,27030,27,27000,30
14491914,44994,TC20,31940,32,32000,-60
14454222,44984,TC20,31600,32,32000,-400
14380399,44950,TC20,5000,5,5000,0
14488060,44991,TC20,32980,33,33000,-20
14529611,45008,TC26,23000,23,23000,0
14378387,44949,TC20,33601,28,28000,5601
14396891,44963,TC26,25000,26,26000,-1000
14352653,44939,TC20,29600,29,29000,600
14362658,44950,TC20,31600,32,32000,-400
14380417,44950,TC20,5000,5,5000,0
14362708,44944,TC20,26600,26,26000,600
14362103,44942,SWAP20,18000,5,5000,13000
14347363,44936,SWAP20,18000,13,13000,5000
14375617,44946,SWAP20,18000,4,4000,14000
14388536,44952,SWAP20,18000,4,4000,14000
14416902,44964,SWAP20,15000,8,8000,7000
14402944,44958,SWAP20,18000,9,9000,9000
14490286,44992,SWAP20,15000,8,8000,7000
14507826,44998,SWAP20,15000,13,13000,2000
14520238,45002,SWAP20,15000,,15000,0
14520238,45002,SWAP20,15000,6,6000,9000
14446147,44974,SWAP20,15000,10,10000,5000
14434087,44970,SWAP20,15000,7,7000,8000
14475644,44986,SWAP20,13500,8,8000,5500
14460709,44980,SWAP20,15000,6,6000,9000
14535540,45008,SWAP20,15000,5,5000,10000
14331910,44929,SW20,18000,,18000,0
14331910,44929,SW20,18000,5,5000,13000
14331910,44929,SW20,18000,,18000,0
14350671,44937,SW20,18000,7,7000,11000
14364335,44943,SWAP20,18000,7,7000,11000
14405378,44959,SWAP20,15000,5,5000,10000
14419750,44965,SWAP20,15000,3,3000,12000
14392375,44953,SWAP20,18000,4,4000,14000
14380350,44949,SWAP20,18000,5,5000,13000
14463942,44981,SWAP20,15000,11,11000,4000
14477943,44987,SWAP20,15000,5,5000,10000
14435657,44971,SWAP20,15000,7,7000,8000
14451250,44977,SWAP20,15000,8,8000,7000
14513120,45000,SWAP20,15000,6,6000,9000
14513120,45000,SWAP20,15000,,15000,0
14493390,44993,SWAP20,15000,11,11000,4000
14527900,45006,SWAP20,15000,9,9000,6000
14482326,44988,SWAP20,15000,15,15000,0
14517022,45001,SWAP20,15000,7,7000,8000
14502794,44995,SWAP20,15000,5,5000,10000
14453996,44978,SWAP20,15000,10,10000,5000
14439261,44972,SWAP20,15000,6,6000,9000
14469448,44984,SWAP20,15000,15,15000,0
14382293,44950,SWAP20,18000,,18000,0
14382293,44950,SWAP20,18000,5,5000,13000
14396118,44956,SWAP20,18000,5,5000,13000
14422943,44966,SWAP20,15000,5,5000,10000
14408288,44960,SWAP20,15000,10,10000,5000
14367919,44944,SWAP20,18000,4,4000,14000
14353103,44938,SWAP20,18000,7,7000,11000
14336293,44930,SWAP20,18000,7,7000,11000
14345102,44935,SWAP20,18000,4,4000,14000
14330176,44928,SWAP20,18000,7,7000,11000
14357415,44939,SWAP20,18000,5,5000,13000
14371190,44945,SWAP20,18000,6,6000,12000
14399771,44957,SWAP20,18000,9,9000,9000
14413278,44963,SWAP20,15000,13,13000,2000
14386425,44951,SWAP20,18000,6,6000,12000
14471741,44985,SWAP20,15000,9,9000,6000
14456952,44979,SWAP20,15000,3,3000,12000
14426801,44967,SWAP20,15000,4,4000,11000
14442406,44973,SWAP20,15000,6,6000,9000
14510522,44999,SWAP20,15000,,15000,0
14510522,44999,SWAP20,15000,8,8000,7000
14488355,44991,SWAP20,15000,8,8000,7000
14524466,45005,SWAP20,15000,6,6000,9000
14524466,45005,SWAP20,15000,6,6000,9000
14537661,45009,SWAP20,15000,,15000,0
14353431,44938,TRA,15000,8,8000,7000
14445002,44974,TRA,16000,30,30000,-14000
14531658,45007,TRA,8000,11,11000,-3000
14515529,45001,TRA,25000,28,28000,-3000
14474323,44986,TRA,20000,19,19000,1000
14524465,45005,TRA,20000,11,11000,9000
14400157,44957,TRA,27000,,27000,0
14400157,44957,TRA,27000,23,23000,4000
14400150,44958,TRA,32000,18,18000,14000
14356820,44939,TRA,31000,26,26000,5000
14332434,44929,TRA,15000,8,8000,7000
14400993,44958,TRA,18000,19,19000,-1000
14481573,44988,TRA,25000,25,25000,0
14413970,44963,TRA,8000,8,8000,0
14367604,44944,TRA,15000,15,15000,0
14350601,44937,TRA,15000,7,7000,8000
14525488,45006,TRA,20000,,20000,0
14525488,45006,TRA,20000,32,32000,-12000
14525488,45006,TRA,20000,,20000,0
14356824,44939,TRA,31000,20,20000,11000
14408032,44960,TRA,24000,24,24000,0
14514827,45000,TRA,7000,7,7000,0
14468534,44984,TRA,24000,20,20000,4000
14396713,44957,TRA,15000,11,11000,4000
14405370,44959,TRA,8000,8,8000,0
14510158,44999,TRA,25000,27,27000,-2000
14391892,44953,TRA,15000,7,7000,8000
14481597,44988,TRA,20000,25,25000,-5000
14457674,44979,TRA,7000,7,7000,0
14444092,44973,TRA,8000,7,7000,1000
14416379,44964,TRA,16000,14,14000,2000
14479029,44987,TRA,7000,7,7000,0
14519297,45002,TRA,25000,25,25000,0
14426394,44967,TRA,14000,14,14000,0
14505971,44998,TRA,20000,29,29000,-9000
14505971,44998,TRA,20000,,20000,0
14353432,44938,TRA,15000,8,8000,7000
14537662,45009,TRA,7000,,7000,0
14478987,44987,TRA,7000,30,30000,-23000
14338132,44930,TRA,15000,7,7000,8000
14524647,45005,TRA,13000,30,30000,-17000
14482648,44988,TRA,35000,18,18000,17000
14520249,45002,TRA,35000,20,20000,15000
14520249,45002,TRA,35000,,35000,0
14486882,44991,TRA,20000,18,18000,2000
14482939,44988,TRA,20000,30,30000,-10000
14443255,44973,TRA,7000,7,7000,0
14420754,44965,TRA,15000,7,7000,8000
14347577,44936,TRA,15000,7,7000,8000
14458618,44979,TRA,7000,10,10000,-3000
14390945,44953,TRA,32000,24,24000,8000
14345963,44935,TRA,35000,16,16000,19000
14339403,44931,TRA,15000,8,8000,7000
14346182,44936,TRA,32000,25,25000,7000
14346158,44935,TRA,27000,16,16000,11000
14419850,44965,TRA,21000,31,31000,-10000
14531017,45007,TRA,18000,18,18000,0
14422160,44966,TRA,20000,22,22000,-2000
14505939,44998,TRA,25000,25,25000,0
14468571,44984,TRA,20000,17,17000,3000
14462385,44980,TRA,7000,8,8000,-1000
14380364,44949,TRA,15000,8,8000,7000
14469333,44984,TRA,7000,8,8000,-1000
14391023,44956,TRA,27000,22,22000,5000
14441709,44973,TRA,25000,26,26000,-1000
14475759,44986,TRA,7000,7,7000,0
14382082,44950,TRA,27000,20,20000,7000
14392940,44956,TRA,32000,24,24000,8000
14453010,44978,TRA,27000,22,22000,5000
14506212,44998,TRA,24000,27,27000,-3000
14506212,44998,TRA,24000,,24000,0
14338154,44930,TRA,15000,7,7000,8000
14487900,44991,TRA,8000,8,8000,0
14381345,44950,TRA,22000,14,14000,8000
14507822,44998,TRA,16000,,16000,0
14507822,44998,TRA,16000,22,22000,-6000
14389274,44952,TRA,15000,7,7000,8000
14471740,44985,TRA,8000,8,8000,0
14386318,44951,TRA,15000,15,15000,0
14490707,44992,TRA,20000,18,18000,2000
14490707,44992,TRA,20000,,20000,0
14527537,45006,TRA,25000,23,23000,2000
14481607,44988,TRA,24000,28,28000,-4000
14436522,44971,TRA,8000,8,8000,0
14345160,44935,TRA,15000,7,7000,8000
14475668,44986,TRA,7000,7,7000,0
14475668,44986,TRA,7000,6,6000,1000
14495974,44994,TRA,25000,27,27000,-2000
14423029,44966,TRA,8000,8,8000,0
14534731,45008,TRA,8000,8,8000,0
14386067,44951,TRA,15000,7,7000,8000
14495978,44994,TRA,18000,18,18000,0
14533413,45008,TRA,20000,,20000,0
14533413,45008,TRA,20000,27,27000,-7000
14471814,44985,TRA,8000,8,8000,0
14485394,44991,TRA,20000,20,20000,0
14445488,44974,TRA,16000,12,12000,4000
14340769,44935,TRA,27000,24,24000,3000
14475723,44986,TRA,8000,7,7000,1000
14446491,44974,TRA,8000,10,10000,-2000
14471794,44985,TRA,8000,8,8000,0
14489989,44992,TRA,12000,10,10000,2000
14363200,44943,TRA,29000,25,25000,4000
14493990,44993,TRA,35000,28,28000,7000
14475781,44986,TRA,31000,22,22000,9000
14454381,44978,TRA,7000,6,6000,1000
14389275,44952,TRA,15000,10,10000,5000
14350599,44937,TRA,15000,7,7000,8000
14534382,45008,TRA,8000,8,8000,0
14464668,44981,TRA,7000,7,7000,0
14369781,44945,TRA,27000,27,27000,0
14381349,44950,TRA,32000,19,19000,13000
14416380,44964,TRA,20000,21,21000,-1000
14375223,44946,TRA,15000,7,7000,8000
14519301,45002,TRA,18000,,18000,0
14519301,45002,TRA,18000,25,25000,-7000
14424356,44966,TRA,20000,20,20000,0
14520215,45002,TRA,8000,15,15000,-7000
14520215,45002,TRA,8000,10,10000,-2000
14345164,44935,TRA,15000,7,7000,8000
14459979,44980,TRA,12000,12,12000,0
14382724,44950,TRA,15000,8,8000,7000
14512891,45000,TRA,35000,32,32000,3000
14491791,44992,TRA,35000,17,17000,18000
14531699,45007,TRA,35000,20,20000,15000
14332436,44929,TRA,15000,8,8000,7000
14413973,44963,TRA,8000,7,7000,1000
14433572,44970,TRA,35000,8,8000,27000
14427443,44967,TRA,15000,10,10000,5000
14453011,44978,TRA,32000,21,21000,11000
14396871,44956,TRA,15000,8,8000,7000
14439232,44972,TRA,12000,17,17000,-5000
14463598,44981,TRA,15000,8,8000,7000
14528708,45006,TRA,8000,7,7000,1000
14474586,44986,TRA,14000,,14000,0
14474586,44986,TRA,14000,9,9000,5000
14510167,44999,TRA,8000,8,8000,0
14408499,44960,TRA,8000,7,7000,1000
14408270,44963,TRA,24000,28,28000,-4000
14490981,44992,TRA,8000,8,8000,0
14338125,44930,TRA,15000,7,7000,8000
14525526,45005,TRA,7000,7,7000,0
14426087,44967,TRA,20000,21,21000,-1000
14502029,44995,TRA,8000,,8000,0
14502029,44995,TRA,8000,6,6000,2000
14494389,44993,TRA,8000,8,8000,0
14415018,44963,TRA,20000,17,17000,3000
14346147,44935,TRA,32000,30,30000,2000
14330633,44928,TRA,15000,7,7000,8000
14382722,44950,TRA,15000,7,7000,8000
14497245,44994,TRA,14000,10,10000,4000
14516942,45001,TRA,35000,16,16000,19000
14534417,45008,TRA,35000,13,13000,22000
14375234,44946,TRA,15000,6,6000,9000
14340770,44935,TRA,27000,31,31000,-4000
14339332,44931,TRA,15000,7,7000,8000
14509812,44999,TRA,13000,10,10000,3000
14509812,44999,TRA,13000,,13000,0
14450708,44977,TRA,24000,21,21000,3000
14470749,44985,TRA,18000,17,17000,1000
14470749,44985,TRA,18000,18,18000,0
14347579,44936,TRA,15000,7,7000,8000
14523491,45005,TRA,26000,22,22000,4000
14450508,44977,TRA,20000,19,19000,1000
14432600,44970,TRA,24000,21,21000,3000
14432600,44970,TRA,24000,,24000,0
14432659,44971,TRA,20000,21,21000,-1000
14537683,45009,TRA,7000,7,7000,0
14457686,44979,TRA,12000,10,10000,2000
14487984,44991,TRA,20000,14,14000,6000
14487984,44991,TRA,20000,,20000,0
14487863,44991,TRA,35000,33,33000,2000
14507161,44998,TRA,34000,28,28000,6000
14469342,44984,TRA,35000,28,28000,7000
14527896,45006,TRA,35000,18,18000,17000
14451752,44977,TRA,7000,8,8000,-1000
14387933,44952,TRA,27000,28,28000,-1000
14433030,44970,TRA,20000,12,12000,8000
14537572,45009,TRA,25000,19,19000,6000
14517290,45001,TRA,25000,,25000,0
14517290,45001,TRA,25000,30,30000,-5000
14525531,45005,TRA,7000,7,7000,0
14433584,44970,TRA,24000,24,24000,0
14386487,44951,TRA,15000,7,7000,8000
14373290,44946,TRA,25000,20,20000,5000
14477513,44987,TRA,20000,,20000,0
14477513,44987,TRA,20000,,20000,0
14477513,44987,TRA,20000,27,27000,-7000
14514735,45000,TRA,8000,,8000,0
14360322,44942,TRA,25000,18,18000,7000
14501520,44995,TRA,20000,16,16000,4000
14501520,44995,TRA,20000,,20000,0
14510362,44999,TRA,23000,,23000,0
14510362,44999,TRA,23000,20,20000,3000
14350602,44937,TRA,15000,7,7000,8000
14400998,44958,TRA,31000,31,31000,0
14439601,44972,TRA,8000,7,7000,1000
14439601,44972,TRA,8000,,8000,0
14360994,44942,TRA,27000,29,29000,-2000
14363187,44942,TRA,32000,30,30000,2000
14352610,44942,TRA,32000,,32000,0
14352610,44942,TRA,32000,,32000,0
14387930,44952,TRA,32000,18,18000,14000
14435740,44974,CON30,4000,4,4000,0
14435739,44974,CON30,4000,4,4000,0
14364956,44946,CON30,4000,4,4000,0
14521183,45002,CON40,4000,4,4000,0
14454098,44978,TRA,31000,30,30000,1000
14372098,44945,TRA,27000,19,19000,8000
14533802,45008,TRA,19500,,19500,0
14509854,44999,TRA,35000,,35000,0
14509854,44999,TRA,35000,,35000,0
14509854,44999,TRA,35000,35,35000,0
14533804,45008,TRA,15900,,15900,0
14533735,45008,TRA,18500,,18500,0
14404524,44959,TRA,17000,13,13000,4000
14528410,45006,TRA,25000,,25000,0
14528410,45006,TRA,25000,,25000,0
14528410,45006,TRA,25000,20,20000,5000
14533808,45008,TRA,15900,,15900,0
14434152,44970,TRA,25000,30,30000,-5000
14457575,44979,TRA,31000,25,25000,6000
14507141,44998,TRA,15000,,15000,0
14507141,44998,TRA,15000,,15000,0
14507141,44998,TRA,15000,14,14000,1000
14516355,45001,TRA,32000,34,34000,-2000
14516355,45001,TRA,32000,,32000,0
14507142,44998,TRA,10000,,10000,0
14507142,44998,TRA,10000,12,12000,-2000
14514082,45001,TRA,32000,32,32000,0
14389234,44952,TRA,36000,30,30000,6000
14440103,44972,TRA,11000,,11000,0
14468595,44984,TRA,11000,12,12000,-1000
14401421,44958,TRA,38000,24,24000,14000
14375729,44946,TRA,31000,27,27000,4000
14375729,44946,TRA,31000,,31000,0
14407503,44962,TRA,12000,12,12000,0
14487337,44991,TRA,20000,,20000,0
14487337,44991,TRA,20000,13,13000,7000
14401407,44958,TRA,21000,12,12000,9000
14463952,44985,TRA,20000,17,17000,3000
14338701,44935,TRA,18000,12,12000,6000
14481417,44988,TRA,9000,9,9000,0
14404590,44960,TRA,18000,12,12000,6000
14444195,44973,TRA,38000,,38000,0
14444195,44973,TRA,38000,,38000,0
14444195,44973,TRA,38000,30,30000,8000
14446962,44978,TRA,18000,12,12000,6000
14528412,45006,TRA,20000,12,12000,8000
14528412,45006,TRA,20000,,20000,0
14528412,45006,TRA,20000,,20000,0
14369407,44945,TRA,34000,24,24000,10000
14409148,44960,TRA,31000,23,23000,8000
14508326,44999,TRA,20000,,20000,0
14508326,44999,TRA,20000,20,20000,0
14512197,45000,TRA,32000,,32000,0
14512197,45000,TRA,32000,,32000,0
14519389,45002,TRA,7000,,7000,0
14519389,45002,TRA,7000,10,10000,-3000
14519389,45002,TRA,7000,,7000,0
14519389,45002,TRA,7000,10,10000,-3000
14370656,44946,TRA,25000,18,18000,7000
14357870,44942,TRA,31000,13,13000,18000
14528377,45006,TRA,10500,,10500,0
14528377,45006,TRA,10500,10,10000,500
14533739,45008,TRA,17500,,17500,0
14528388,45006,TRA,9500,10,10000,-500
14528388,45006,TRA,9500,,9500,0
14367326,44944,TRA,27000,28,28000,-1000
14464843,44981,TRA,12000,16,16000,-4000
14533762,45008,TRA,24500,,24500,0
14352664,44937,TRA,42000,33,33000,9000
14502767,44999,CON45,4500,4,4000,500
14393109,44957,CON45,5000,,5000,0
14372152,44952,CON45,5000,5,5000,0
14369661,44950,CON45,4500,5,5000,-500
14393110,44958,CON45,4500,6,6000,-1500
14352535,44939,CON45,4500,4,4000,500
14494405,44995,CON45,4500,4,4000,500
14340751,44936,CON45,4500,5,5000,-500
14415178,44965,CON45,4500,4,4000,500
14337364,44935,CON45,4500,6,6000,-1500
14493989,44993,TRA,30000,30,30000,0
14531794,45007,TRA,35000,20,20000,15000
14527898,45006,TRA,35000,25,25000,10000
14497331,44994,TRA,14000,12,12000,2000
14478989,44987,TRA,7000,31,31000,-24000
14414221,44966,CON45,4500,6,6000,-1500
14518237,45008,CON45,4500,7,7000,-2500
14520110,45002,CON45,4500,4,4000,500
14340189,44935,CON45,4500,6,6000,-1500
14354728,44942,CON45,4500,5,5000,-500
14365138,44949,CON45,4500,4,4000,500
14332338,44937,CON45,4500,4,4000,500
14436585,44971,CON45,4500,7,7000,-2500
14305447,44939,CON45,4500,4,4000,500
14305447,44939,CON45,4500,,4500,0
14406226,44972,CON45,4500,4,4000,500
14390341,44963,CON45,4500,6,6000,-1500
14372687,44957,CON45,4500,5,5000,-500
14331717,44930,CON45,4500,6,6000,-1500
14404886,44964,CON45,4500,6,6000,-1500
14404886,44964,CON45,4500,,4500,0
14340831,44943,CON45,4500,5,5000,-500
14413919,44964,CON45,4500,4,4000,500
14364767,44949,CON45,4500,5,5000,-500
14476699,44991,CON45,4500,4,4000,500
14482427,44999,CON45,4500,4,4000,500
14358283,44942,CON45,4500,6,6000,-1500
14438084,44976,CON45,4500,4,4000,500
14318825,44971,CON45,13000,13,13000,0
14364674,44949,CON45,4500,4,4000,500
14463651,44992,CON45,4500,4,4000,500
14499022,45002,CON45,4500,6,6000,-1500
14499022,45002,CON45,4500,,4500,0
14521001,45007,CON45,4500,4,4000,500
14366563,44951,CON45,4500,6,6000,-1500
14326610,44928,CON45,4500,5,5000,-500
14346011,44936,CON45,13000,5,5000,8000
14380215,44950,CON45,4500,6,6000,-1500
14423598,44971,CON45,4500,6,6000,-1500
14518224,45006,CON45,4500,4,4000,500
14507187,44998,TRA,31000,21,21000,10000
14464751,44981,TRA,31000,22,22000,9000
14415044,44965,TC20,5000,5,5000,0
14421445,44966,TC20,5000,5,5000,0
14391820,44953,TC20,5000,5,5000,0
14491128,44994,TC20,5000,5,5000,0
14391821,44953,TC20,5000,5,5000,0
14375541,44950,TC40,31000,31,31000,0
14458504,44979,TC40,26600,26,26000,600
14373388,44946,TC40,35000,32,32000,3000
14347803,44937,TC40,35000,32,32000,3000
14516763,45007,TC40,27600,30,30000,-2400
14526269,45008,TC40,28100,,28100,0
14526269,45008,TC40,28100,,28100,0
14403031,44958,TC40,32000,31,31000,1000
14434659,44972,TC40,29600,30,30000,-400
14427385,44970,TC40,7000,3,3000,4000
14472258,44991,TC40,30600,31,31000,-400
14406246,44960,TC40,29600,30,30000,-400
14406223,44959,TC40,7000,3,3000,4000
14333056,44931,TC40,35000,35,35000,0
14482532,44993,TC40,28100,30,30000,-1900
14387174,44953,CON40,31000,31,31000,0
14520418,45007,TC40,29600,29,29000,600
14472259,44991,TC40,27600,28,28000,-400
14421460,44967,TC40,30600,31,31000,-400
14443445,44973,TRA,32000,,32000,0
14443445,44973,TRA,32000,,32000,0
14443445,44973,TRA,32000,25,25000,7000
14446676,44974,TRA,24000,10,10000,14000
14482339,44988,TRA,29000,,29000,0
14482339,44988,TRA,29000,27,27000,2000
14482332,44988,KTA,25000,18,18000,7000
14501241,44995,KTA,25000,,25000,0
14501241,44995,KTA,25000,,25000,0
14501241,44995,KTA,25000,20,20000,5000
14507810,44998,KTA,20000,20,20000,0
14524467,45005,KTA,25000,16,16000,9000
14524467,45005,KTA,25000,,25000,0
14524467,45005,KTA,25000,,25000,0
14494402,44993,TRA,36000,35,35000,1000
14494402,44993,TRA,36000,36,36000,0
14442239,44973,TRA,25000,14,14000,11000
14472379,44985,TRA,28000,14,14000,14000
14425138,44966,TRA,34000,17,17000,17000
14405375,44959,TRA,8000,8,8000,0
14360323,44942,TRA,32000,22,22000,10000
14423030,44966,TRA,8000,7,7000,1000
14378392,44949,TRA,27000,23,23000,4000
14515539,45001,TRA,20000,,20000,0
14515539,45001,TRA,20000,30,30000,-10000
14439982,44972,TRA,8000,7,7000,1000
14361051,44943,TRA,31000,17,17000,14000
14505947,44998,TRA,20000,21,21000,-1000
14463940,44981,TRA,20000,23,23000,-3000
14463940,44981,TRA,20000,,20000,0
14444193,44974,TC20,38000,31,31000,7000
14444193,44974,TC20,38000,,38000,0
14444193,44974,TC20,38000,,38000,0
14444193,44974,TC20,38000,,38000,0
14330864,44930,TC20,36000,31,31000,5000
14382291,44951,TC20,36000,30,30000,6000
14382291,44951,TC20,36000,,36000,0
14416665,44971,TC20,32000,32,32000,0
14366413,44950,TC20,31980,32,32000,-20
14453961,44986,TC20,32000,32,32000,0
14490309,45002,TC20,31980,32,32000,-20
14437621,44979,TC20,32000,30,30000,2000
14470473,44994,TC20,32000,32,32000,0
14333040,44943,TC20,32000,32,32000,0
14382898,44958,TC20,32000,30,30000,2000
14413180,44967,TC20,30000,30,30000,0
14397282,44965,TC20,32000,32,32000,0
14333043,44944,TC20,32000,32,32000,0
14453959,44985,TC20,32000,32,32000,0
14508557,45006,TC20,32000,30,30000,2000
14330795,44929,TC20,5000,4,4000,1000
14420425,44970,TC20,31400,31,31000,400
