displacement,cumulative_buoyancy
24060,21615.9
24060,21683.6
24060,21750.2
24060,21815.8
24060,21880.3
24060,21943.8
24060,22006.2
24060,22067.6
24060,22128
24060,22187.3
24060,22245.6
24060,22302.8
24060,22359
24060,22414.2
24060,22468.3
24060,22521.3
24060,22573.4
24060,22624.3
24060,22674.3
24060,22723.2
24060,22771
24060,22817.8
24060,22863.6
24060,22908.5
24060,22952.4
24060,22995.2
24060,23037.1
24060,23078.1
24060,23118
24060,23157
24060,23195
24060,23232
24060,23268
24060,23303
24060,23337.1
24060,23370.2
24060,23402.3
24060,23433.5
24060,23463.9
24060,23493.4
24060,23522
24060,23549.8
24060,23576.8
24060,23602.9
24060,23628.2
24060,23652.6
24060,23676.2
24060,23698.9
24060,23720.8
24060,23741.9
24060,23755.5
24060,23767.8
24060,23779.7
24060,23797.4
24060,23814.4
24060,23830.7
24060,23840.8
24060,23849.7
24060,23858.4
24060,23872.1
24060,23885.3
24060,23897.8
24060,23910
24060,23921.7
24060,23933.1
24060,23944.1
24060,23954.7
24060,23964.9
24060,23974.7
24060,23984.4
24060,23993.7
24060,24002.8
24060,24011.7
24060,24020.3
24060,24028.6
24060,24036.6
24060,24043.6
24060,24049.4
24060,24054
24060,24057.3
24060,24059.5
24060,24060.4
24060,24060.5
24060,24060.4
25060,0
25060,0
25060,0
25060,0
25060,0
25060,0
25060,0
25060,0
25060,0
25060,2.5
25060,5
25060,7.5
25060,10
25060,12.5
25060,15
25060,17.6
25060,20.1
25060,22.6
25060,25.1
25060,27.9
25060,31
25060,34.5
25060,38.8
25060,43.9
25060,50.1
25060,57.3
25060,65.6
25060,75
25060,85.6
25060,97.8
25060,111.3
25060,126.3
25060,143.1
25060,161.7
25060,182.5
25060,182.5
25060,205.8
25060,231.8
25060,261
25060,293.4
25060,329.1
25060,365.6
25060,405.2
25060,447.8
25060,493.6
25060,542.4
25060,594.3
25060,649.4
25060,707.6
25060,769
25060,833.5
25060,901.2
25060,971.8
25060,1045.3
25060,1121.8
25060,1201.3
25060,1283.5
25060,1367.8
25060,1454.1
25060,1542.3
25060,1632.6
25060,1724.8
25060,1819
25060,1915.2
25060,2013.4
25060,2113.6
25060,2215.7
25060,2319.8
25060,2426
25060,2534.1
25060,2644.2
25060,2756.2
25060,2869.5
25060,2983.4
25060,3098
25060,3213.3
25060,3329.3
25060,3446
25060,3563.3
25060,3681.4
25060,3800.1
25060,3919.6
25060,4039.7
25060,4160.5
25060,4281.9
25060,4404.1
25060,4527
25060,4650.5
25060,4774.8
25060,4899.7
25060,5025.3
25060,5151.6
25060,5278.5
25060,5406.2
25060,5534.6
25060,5663.6
25060,5793.3
25060,5923.7
25060,6054.8
25060,6186.6
25060,6319.1
25060,6452.3
25060,6586.1
25060,6720.2
25060,6854.3
25060,6988.4
25060,7122.6
25060,7256.8
25060,7391.1
25060,7525.3
25060,7659.6
25060,7794
25060,7928.4
25060,8062.8
25060,8197.2
25060,8331.7
25060,8466.2
25060,8600.7
25060,8735.3
25060,8869.9
25060,9004.5
25060,9139.2
25060,9273.9
25060,9408.6
25060,9543.4
25060,9678.2
25060,9813
25060,9947.9
25060,10082.8
25060,10217.7
25060,10352.7
25060,10487.7
25060,10622.7
25060,10757.8
25060,10892.8
25060,11027.7
25060,11162.5
25060,11297.1
25060,11431.7
25060,11566.2
25060,11700.6
25060,11834.8
25060,11969
25060,12103.1
25060,12237
25060,12370.9
25060,12504.6
25060,12638.3
25060,12771.8
25060,12905.3
25060,13038.6
25060,13171.8
25060,13305
25060,13438
25060,13570.9
25060,13703.7
25060,13836.4
25060,13969.1
25060,14101.6
25060,14234
25060,14366.3
25060,14498.5
25060,14630.6
25060,14762.6
25060,14894.4
25060,15025.8
25060,15156.6
25060,15286.8
25060,15416.4
25060,15545.4
25060,15673.8
25060,15801.6
25060,15928.9
25060,16055.5
25060,16181.5
25060,16307
25060,16431.9
25060,16556.1
25060,16679.8
25060,16802.9
25060,16925.4
25060,17047.3
25060,17168.6
25060,17289.3
25060,17409.5
25060,17529
25060,17647.9
25060,17766.3
25060,17884
25060,18001.2
25060,18117.8
25060,18233.8
25060,18349.2
25060,18463.9
25060,18578.2
25060,18691.7
25060,18804.4
25060,18916.1
25060,19026.7
25060,19136.4
25060,19245.1
25060,19352.8
25060,19459.4
25060,19565.1
25060,19669.8
25060,19773.6
25060,19876.3
25060,19978
25060,20078.7
25060,20178.4
25060,20277.2
25060,20374.9
25060,20471.6
25060,20567.4
25060,20662.1
25060,20755.9
25060,20848.7
25060,20940.4
25060,21031.2
25060,21121
25060,21209.8
25060,21297.6
25060,21384.4
25060,21470.2
25060,21555
25060,21638.8
25060,21721.6
25060,21803.3
25060,21884
25060,21963.5
25060,22042
25060,22119.4
25060,22195.7
25060,22271
25060,22345.1
25060,22418.2
25060,22490.2
25060,22561.1
25060,22630.9
25060,22699.6
25060,22767.2
25060,22833.8
25060,22899.3
25060,22963.7
25060,23027
25060,23089.2
25060,23150.4
25060,23210.4
25060,23269.4
25060,23327.3
25060,23384.1
25060,23439.8
25060,23494.4
25060,23548
25060,23600.5
25060,23651.9
25060,23702.2
25060,23751.4
25060,23799.6
25060,23846.8
25060,23892.9
25060,23938
25060,23982.1
25060,24025.2
25060,24067.2
25060,24108.2
25060,24148.2
25060,24187.1
25060,24225.1
25060,24262
25060,24297.8
25060,24332.7
25060,24366.5
25060,24399.4
25060,24431.4
25060,24462.4
25060,24492.6
25060,24521.9
25060,24550.3
25060,24577.9
25060,24604.5
25060,24630.2
25060,24655
25060,24679
25060,24702
25060,24724.2
25060,24738.9
25060,24752.2
25060,24765.1
25060,24783.7
25060,24801.6
25060,24818.8
25060,24829.5
25060,24839.2
25060,24848.6
25060,24863
25060,24876.8
25060,24889.9
25060,24902.6
25060,24914.9
25060,24926.7
25060,24938.2
25060,24949.2
25060,24959.8
25060,24970.1
25060,24980.1
25060,24989.9
25060,24999.4
25060,25008.7
25060,25017.7
25060,25026.5
25060,25034.9
25060,25042.3
25060,25048.4
25060,25053.3
25060,25056.9
25060,25059.3
25060,25060.4
25060,25060.5
25060,25060.4
27560,0
27560,0
27560,0
27560,0
27560,0
27560,0
27560,0
27560,0
27560,0
27560,2.4
27560,4.7
27560,7.1
27560,9.5
27560,11.9
27560,14.2
27560,16.6
27560,19
27560,21.4
27560,23.9
27560,26.7
27560,29.9
27560,33.7
27560,38.4
27560,44.1
27560,51
27560,59.2
27560,68.6
27560,79.5
27560,91.9
27560,106.4
27560,122.7
27560,141.2
27560,162.2
27560,186.2
27560,213.7
27560,213.7
27560,244.9
27560,279.7
27560,318.2
27560,360.4
27560,406
27560,452.8
27560,502.8
27560,556
27560,612.5
27560,672.1
27560,735
27560,801.1
27560,870.4
27560,943
27560,1018.7
27560,1097.6
27560,1179.6
27560,1264.5
27560,1352.4
27560,1443.3
27560,1537
27560,1632.8
27560,1730.5
27560,1830.3
27560,1932
27560,2035.8
27560,2141.5
27560,2249.2
27560,2358.9
27560,2470.6
27560,2584.2
27560,2699.9
27560,2817.5
27560,2937.2
27560,3058.8
27560,3182.4
27560,3307.1
27560,3432.6
27560,3558.7
27560,3685.6
27560,3813.1
27560,3941.2
27560,4070.1
27560,4199.7
27560,4329.9
27560,4460.8
27560,4592.5
27560,4724.7
27560,4857.7
27560,4991.4
27560,5125.7
27560,5260.8
27560,5396.5
27560,5532.9
27560,5670
27560,5807.7
27560,5946.2
27560,6085.3
27560,6225.1
27560,6365.6
27560,6506.8
27560,6648.7
27560,6791.2
27560,6934.5
27560,7078.4
27560,7223
27560,7368.3
27560,7513.8
27560,7659.3
27560,7804.9
27560,7950.5
27560,8096.2
27560,8241.8
27560,8387.5
27560,8533.2
27560,8679
27560,8824.8
27560,8970.6
27560,9116.5
27560,9262.3
27560,9408.2
27560,9554.2
27560,9700.1
27560,9846.1
27560,9992.2
27560,10138.2
27560,10284.3
27560,10430.4
27560,10576.6
27560,10722.7
27560,10869
27560,11015.2
27560,11161.5
27560,11307.8
27560,11454.1
27560,11600.4
27560,11746.8
27560,11893.2
27560,12039.6
27560,12185.8
27560,12332
27560,12478
27560,12623.9
27560,12769.7
27560,12915.4
27560,13061
27560,13206.5
27560,13351.9
27560,13497.2
27560,13642.3
27560,13787.4
27560,13932.4
27560,14077.2
27560,14222
27560,14366.6
27560,14511.1
27560,14655.6
27560,14799.9
27560,14944.1
27560,15088.2
27560,15232.2
27560,15376.1
27560,15519.9
27560,15663.6
27560,15807.2
27560,15950.6
27560,16094
27560,16237.3
27560,16380.4
27560,16523
27560,16665
27560,16806.4
27560,16947.2
27560,17087.4
27560,17227
27560,17366
27560,17504.3
27560,17642.1
27560,17779.2
27560,17915.8
27560,18051.7
27560,18187
27560,18321.7
27560,18455.8
27560,18589.3
27560,18722.2
27560,18854.4
27560,18986.1
27560,19117.2
27560,19247.6
27560,19377.4
27560,19506.6
27560,19635.3
27560,19763.3
27560,19890.7
27560,20017.4
27560,20143.6
27560,20269.2
27560,20394.1
27560,20518.5
27560,20641.8
27560,20764.1
27560,20885.3
27560,21005.4
27560,21124.5
27560,21242.5
27560,21359.5
27560,21475.4
27560,21590.3
27560,21704.1
27560,21816.8
27560,21928.4
27560,22039.1
27560,22148.6
27560,22257.1
27560,22364.5
27560,22470.9
27560,22576.2
27560,22680.4
27560,22783.6
27560,22885.7
27560,22986.8
27560,23086.8
27560,23185.7
27560,23283.6
27560,23380.4
27560,23476.2
27560,23570.9
27560,23664.5
27560,23757.1
27560,23848.6
27560,23938.9
27560,24028.1
27560,24116
27560,24202.8
27560,24288.4
27560,24372.8
27560,24456.1
27560,24538.1
27560,24619
27560,24698.7
27560,24777.2
27560,24854.5
27560,24930.7
27560,25005.6
27560,25079.4
27560,25152
27560,25223.4
27560,25293.6
27560,25362.7
27560,25430.5
27560,25497.2
27560,25562.7
27560,25627
27560,25690.1
27560,25752.1
27560,25812.8
27560,25872.4
27560,25930.8
27560,25988
27560,26044.1
27560,26098.9
27560,26152.6
27560,26205.2
27560,26256.6
27560,26306.9
27560,26356.1
27560,26404.1
27560,26451
27560,26496.8
27560,26541.4
27560,26584.9
27560,26627.2
27560,26668.5
27560,26708.5
27560,26747.5
27560,26785.3
27560,26822
27560,26857.8
27560,26892.5
27560,26926.2
27560,26959
27560,26990.7
27560,27021.5
27560,27051.2
27560,27079.9
27560,27107.7
27560,27134.4
27560,27160.2
27560,27184.9
27560,27202
27560,27217.8
27560,27232.9
27560,27253.6
27560,27273.5
27560,27292.6
27560,27305.2
27560,27316.6
27560,27327.6
27560,27343.5
27560,27358.6
27560,27373.1
27560,27387
27560,27400.4
27560,27413.4
27560,27425.9
27560,27437.8
27560,27449.3
27560,27460.4
27560,27471.3
27560,27482
27560,27492.4
27560,27502.5
27560,27512.5
27560,27522.1
27560,27531.4
27560,27539.6
27560,27546.4
27560,27551.9
27560,27556
27560,27558.8
27560,27560.2
27560,27560.5
27560,27560.4
30060,0
30060,0
30060,0
30060,0
30060,0
30060,0
30060,0
30060,0
30060,0
30060,2.2
30060,4.4
30060,6.6
30060,8.9
30060,11.1
30060,13.3
30060,15.5
30060,17.7
30060,20
30060,22.5
30060,25.5
30060,29.1
30060,33.5
30060,39
30060,45.6
30060,53.5
30060,63.1
30060,74.4
30060,87.6
30060,103.2
30060,121.9
30060,144
30060,169.8
30060,199.3
30060,232.8
30060,270.3
30060,270.3
30060,311.7
30060,357
30060,406.1
30060,459
30060,515.5
30060,573.3
30060,634.5
30060,698.9
30060,766.6
30060,837.6
30060,911.9
30060,989.4
30060,1070.1
30060,1154.2
30060,1241.5
30060,1331.9
30060,1425.4
30060,1521.9
30060,1621.5
30060,1724
30060,1829.4
30060,1936.8
30060,2046.2
30060,2157.6
30060,2271
30060,2386.4
30060,2503.7
30060,2623
30060,2744.3
30060,2867.6
30060,2992.9
30060,3120.2
30060,3249.4
30060,3380.6
30060,3513.8
30060,3649
30060,3785.3
30060,3922.3
30060,4060
30060,4198.4
30060,4337.4
30060,4477.1
30060,4617.5
30060,4758.6
30060,4900.4
30060,5042.8
30060,5185.9
30060,5329.7
30060,5474.1
30060,5619.3
30060,5765.1
30060,5911.6
30060,6058.8
30060,6206.6
30060,6355.2
30060,6504.4
30060,6654.2
30060,6804.8
30060,6956
30060,7108
30060,7260.5
30060,7413.8
30060,7567.8
30060,7722.4
30060,7877.7
30060,8033.7
30060,8190.3
30060,8347.2
30060,8504.1
30060,8661
30060,8818
30060,8974.9
30060,9131.9
30060,9289
30060,9446
30060,9603.1
30060,9760.1
30060,9917.3
30060,10074.4
30060,10231.6
30060,10388.7
30060,10545.9
30060,10703.2
30060,10860.4
30060,11017.7
30060,11175
30060,11332.3
30060,11489.7
30060,11647
30060,11804.4
30060,11961.9
30060,12119.3
30060,12276.8
30060,12434.2
30060,12591.8
30060,12749.3
30060,12906.8
30060,13064.4
30060,13221.9
30060,13379.3
30060,13536.6
30060,13693.7
30060,13850.8
30060,14007.7
30060,14164.6
30060,14321.3
30060,14477.9
30060,14634.3
30060,14790.7
30060,14947
30060,15103.1
30060,15259.4
30060,15415.6
30060,15571.7
30060,15727.7
30060,15883.6
30060,16039.3
30060,16194.6
30060,16349.9
30060,16505
30060,16660
30060,16814.9
30060,16969.7
30060,17124.4
30060,17278.9
30060,17433.4
30060,17587.7
30060,17742
30060,17896
30060,18049.6
30060,18202.6
30060,18354.9
30060,18506.6
30060,18657.6
30060,18808.1
30060,18957.9
30060,19107.1
30060,19255.6
30060,19403.6
30060,19550.9
30060,19697.5
30060,19843.6
30060,19989
30060,20133.8
30060,20278
30060,20421.5
30060,20564.5
30060,20706.8
30060,20848.4
30060,20989.5
30060,21129.9
30060,21269.7
30060,21408.8
30060,21547.4
30060,21685.3
30060,21822.5
30060,21959.2
30060,22095.2
30060,22230.6
30060,22365.4
30060,22499.1
30060,22631.6
30060,22763.1
30060,22893.4
30060,23022.6
30060,23150.7
30060,23277.7
30060,23403.5
30060,23528.2
30060,23651.8
30060,23774.3
30060,23895.6
30060,24015.8
30060,24134.9
30060,24252.9
30060,24369.8
30060,24485.5
30060,24600.1
30060,24713.6
30060,24825.9
30060,24937.1
30060,25047.3
30060,25156.2
30060,25264.1
30060,25370.8
30060,25476.5
30060,25580.9
30060,25684.3
30060,25786.6
30060,25887.7
30060,25987.7
30060,26086.4
30060,26183.8
30060,26280
30060,26374.9
30060,26468.5
30060,26560.8
30060,26651.8
30060,26741.6
30060,26830.1
30060,26917.3
30060,27003.2
30060,27087.9
30060,27171.2
30060,27253.3
30060,27334.1
30060,27413.7
30060,27491.9
30060,27568.9
30060,27644.6
30060,27719
30060,27792.1
30060,27864
30060,27934.5
30060,28003.8
30060,28071.8
30060,28138.6
30060,28204
30060,28268.2
30060,28331.1
30060,28392.7
30060,28453
30060,28512.1
30060,28570
30060,28626.6
30060,28682
30060,28736.1
30060,28789
30060,28840.6
30060,28891
30060,28940.2
30060,28988.1
30060,29034.7
30060,29080.2
30060,29124.3
30060,29167.3
30060,29209
30060,29249.5
30060,29288.9
30060,29327.2
30060,29364.5
30060,29400.6
30060,29435.6
30060,29469.5
30060,29502.2
30060,29533.9
30060,29564.5
30060,29594
30060,29622.3
30060,29649.6
30060,29669.1
30060,29687.2
30060,29704.5
30060,29727.2
30060,29749.1
30060,29770.1
30060,29784.4
30060,29797.5
30060,29810
30060,29827.4
30060,29843.9
30060,29859.6
30060,29874.7
30060,29889.2
30060,29903.2
30060,29916.6
30060,29929.4
30060,29941.7
30060,29953.6
30060,29965.2
30060,29976.6
30060,29987.7
30060,29998.5
30060,30009.1
30060,30019.4
30060,30029.3
30060,30038
30060,30045.3
30060,30051.2
30060,30055.6
30060,30058.6
30060,30060.1
30060,30060.5
30060,30060.4
32560,0
32560,0
32560,0
32560,0
32560,0
32560,0
32560,0
32560,0
32560,0
32560,1.8
32560,3.6
32560,5.5
32560,7.3
32560,9.1
32560,10.9
32560,12.8
32560,14.7
32560,16.8
32560,19.4
32560,22.6
32560,26.7
32560,31.7
32560,38
32560,45.6
32560,54.9
32560,66.3
32560,81
32560,99.6
32560,122.1
32560,149
32560,179.7
32560,214.3
32560,252.7
32560,295.3
32560,342
32560,342
32560,392.7
32560,447.3
32560,505.8
32560,568.2
32560,634.2
32560,702.1
32560,773.2
32560,847.7
32560,925.5
32560,1006.7
32560,1091.1
32560,1178.8
32560,1269.8
32560,1364.1
32560,1461.7
32560,1562.5
32560,1666.3
32560,1773.2
32560,1883
32560,1995.9
32560,2111.7
32560,2229.5
32560,2349.2
32560,2471
32560,2594.8
32560,2720.5
32560,2848.3
32560,2978
32560,3109.7
32560,3243.4
32560,3379.1
32560,3516.8
32560,3656.4
32560,3798.1
32560,3941.7
32560,4087.3
32560,4234.1
32560,4381.6
32560,4529.7
32560,4678.6
32560,4828.1
32560,4978.3
32560,5129.2
32560,5280.7
32560,5433
32560,5585.9
32560,5739.5
32560,5893.8
32560,6048.8
32560,6204.4
32560,6360.8
32560,6517.8
32560,6675.5
32560,6833.9
32560,6993
32560,7152.7
32560,7313.2
32560,7474.3
32560,7636.1
32560,7798.6
32560,7961.8
32560,8125.6
32560,8290.1
32560,8455.4
32560,8621.3
32560,8787.8
32560,8955.1
32560,9122.6
32560,9290.1
32560,9457.7
32560,9625.2
32560,9792.9
32560,9960.5
32560,10128.2
32560,10295.9
32560,10463.6
32560,10631.3
32560,10799.1
32560,10966.9
32560,11134.8
32560,11302.6
32560,11470.5
32560,11638.5
32560,11806.4
32560,11974.4
32560,12142.4
32560,12310.4
32560,12478.5
32560,12646.6
32560,12814.7
32560,12982.9
32560,13151.1
32560,13319.3
32560,13487.5
32560,13655.8
32560,13824.1
32560,13992.4
32560,14160.8
32560,14329.1
32560,14497.3
32560,14665.3
32560,14833.3
32560,15001.1
32560,15168.9
32560,15336.5
32560,15504.1
32560,15671.5
32560,15838.8
32560,16006
32560,16173.1
32560,16340.1
32560,16509.4
32560,16679.7
32560,16850
32560,17020.1
32560,17190.2
32560,17358.9
32560,17525.1
32560,17691.3
32560,17857.3
32560,18023.2
32560,18189
32560,18354.7
32560,18520.3
32560,18685.8
32560,18851.2
32560,19016.4
32560,19181.6
32560,19346.6
32560,19511.2
32560,19675
32560,19838.3
32560,20000.9
32560,20162.9
32560,20324.3
32560,20485
32560,20645.1
32560,20804.6
32560,20963.5
32560,21121.7
32560,21279.3
32560,21436.2
32560,21592.6
32560,21748.3
32560,21903.4
32560,22057.8
32560,22211.6
32560,22364.8
32560,22517.4
32560,22669.3
32560,22820.6
32560,22971.3
32560,23121.3
32560,23270.7
32560,23419.5
32560,23567.6
32560,23715.2
32560,23862.1
32560,24008.3
32560,24153.9
32560,24298.4
32560,24441.8
32560,24583.9
32560,24724.9
32560,24864.7
32560,25003.4
32560,25140.9
32560,25277.1
32560,25412.3
32560,25546.2
32560,25679
32560,25810.6
32560,25941
32560,26070.2
32560,26198.3
32560,26325.2
32560,26450.9
32560,26575.4
32560,26698.8
32560,26821
32560,26942
32560,27061.9
32560,27180.5
32560,27298
32560,27414.3
32560,27529.5
32560,27643.5
32560,27756.2
32560,27867.9
32560,27978.3
32560,28087.6
32560,28195.5
32560,28302
32560,28407.1
32560,28510.9
32560,28613.3
32560,28714.3
32560,28814
32560,28912.2
32560,29009.1
32560,29104.6
32560,29198.8
32560,29291.6
32560,29383
32560,29473
32560,29561.6
32560,29648.9
32560,29734.8
32560,29819.3
32560,29902.4
32560,29984.2
32560,30064.5
32560,30143.6
32560,30221.2
32560,30297.4
32560,30372.3
32560,30445.8
32560,30518
32560,30588.7
32560,30658.1
32560,30726.1
32560,30792.7
32560,30858
32560,30921.9
32560,30984.5
32560,31045.7
32560,31105.5
32560,31164
32560,31221.1
32560,31276.9
32560,31331.3
32560,31384.4
32560,31436.1
32560,31486.5
32560,31535.5
32560,31583.1
32560,31629.4
32560,31674.4
32560,31718.1
32560,31760.7
32560,31802
32560,31842.1
32560,31880.9
32560,31918.6
32560,31954.9
32560,31990.1
32560,32024.1
32560,32056.8
32560,32088.3
32560,32118.5
32560,32141
32560,32161.8
32560,32181.5
32560,32206.4
32560,32230.3
32560,32253.3
32560,32269.5
32560,32284.2
32560,32298.4
32560,32317.2
32560,32335.1
32560,32352
32560,32368.2
32560,32383.7
32560,32398.6
32560,32412.8
32560,32426.4
32560,32439.3
32560,32451.7
32560,32463.9
32560,32475.7
32560,32487.2
32560,32498.4
32560,32509.2
32560,32519.8
32560,32529.9
32560,32538.8
32560,32546.1
32560,32552
32560,32556.3
32560,32559.1
32560,32560.5
32560,32560.6
32560,32560.4
35060,0
35060,0
35060,0
35060,0
35060,0
35060,0
35060,0
35060,0
35060,0
35060,1.3
35060,2.7
35060,4.1
35060,5.7
35060,7.3
35060,9.1
35060,10.9
35060,12.9
35060,15.5
35060,18.7
35060,23.1
35060,28.9
35060,36.5
35060,46.5
35060,59.2
35060,75.1
35060,95.3
35060,119.8
35060,148.5
35060,181.3
35060,218.6
35060,259.9
35060,305
35060,354.1
35060,407.4
35060,464.8
35060,464.8
35060,526.2
35060,591.7
35060,661.1
35060,734.4
35060,811.4
35060,890.7
35060,973.3
35060,1059.3
35060,1148.6
35060,1241.2
35060,1337.2
35060,1436.4
35060,1538.9
35060,1644.7
35060,1753.7
35060,1866
35060,1981.3
35060,2099.6
35060,2221
35060,2345.3
35060,2472.5
35060,2601.7
35060,2732.9
35060,2866.1
35060,3001.3
35060,3138.4
35060,3277.5
35060,3418.6
35060,3561.7
35060,3706.7
35060,3853.8
35060,4002.8
35060,4153.7
35060,4306.7
35060,4461.6
35060,4618.5
35060,4776.6
35060,4935.4
35060,5094.8
35060,5254.9
35060,5415.6
35060,5577
35060,5739.2
35060,5901.9
35060,6065.4
35060,6229.5
35060,6394.3
35060,6559.8
35060,6725.9
35060,6892.8
35060,7060.2
35060,7228.4
35060,7397.3
35060,7566.8
35060,7737
35060,7907.8
35060,8079.3
35060,8251.6
35060,8424.4
35060,8598
35060,8772.2
35060,8947.1
35060,9122.7
35060,9298.9
35060,9475.9
35060,9653.5
35060,9831.7
35060,10010.2
35060,10188.7
35060,10367.2
35060,10545.8
35060,10724.3
35060,10902.9
35060,11081.5
35060,11260.1
35060,11438.7
35060,11617.4
35060,11796.1
35060,11974.8
35060,12153.5
35060,12332.2
35060,12511
35060,12689.8
35060,12868.5
35060,13047.4
35060,13226.2
35060,13405
35060,13583.9
35060,13762.8
35060,13941.7
35060,14120.6
35060,14299.6
35060,14478.5
35060,14657.5
35060,14836.5
35060,15015.6
35060,15194.6
35060,15373.7
35060,15552.6
35060,15731.5
35060,15910.3
35060,16088.9
35060,16267.4
35060,16445.8
35060,16624.1
35060,16802.2
35060,16980.3
35060,17158.2
35060,17336
35060,17513.7
35060,17691.3
35060,17873.2
35060,18057.3
35060,18241.3
35060,18425.2
35060,18608.9
35060,18790.3
35060,18967.1
35060,19143.7
35060,19320.2
35060,19496.6
35060,19672.9
35060,19849.1
35060,20025.1
35060,20201.1
35060,20376.9
35060,20552.6
35060,20728.2
35060,20903.6
35060,21078.5
35060,21252.8
35060,21426.4
35060,21599.4
35060,21771.7
35060,21943.4
35060,22114.5
35060,22284.9
35060,22454.7
35060,22623.8
35060,22792.2
35060,22960.1
35060,23127.3
35060,23293.8
35060,23459.7
35060,23624.9
35060,23789.6
35060,23953.5
35060,24116.8
35060,24279.5
35060,24441.6
35060,24602.9
35060,24763.7
35060,24923.8
35060,25083.3
35060,25242.1
35060,25400.2
35060,25557.8
35060,25714.7
35060,25870.9
35060,26026.4
35060,26180.9
35060,26334.1
35060,26486
35060,26636.8
35060,26786.3
35060,26934.5
35060,27081.6
35060,27227.4
35060,27372
35060,27515.3
35060,27657.4
35060,27798.3
35060,27938
35060,28076.4
35060,28213.6
35060,28349.6
35060,28484.3
35060,28617.9
35060,28750.1
35060,28881.2
35060,29011
35060,29139.6
35060,29267
35060,29393.1
35060,29518
35060,29641.7
35060,29764.1
35060,29885.3
35060,30005.3
35060,30124
35060,30241.5
35060,30357.6
35060,30472.2
35060,30585.3
35060,30696.9
35060,30807.1
35060,30915.9
35060,31023.1
35060,31128.9
35060,31233.2
35060,31336.1
35060,31437.5
35060,31537.4
35060,31635.8
35060,31732.8
35060,31828.3
35060,31922.4
35060,32015
35060,32106.1
35060,32195.8
35060,32283.9
35060,32370.7
35060,32455.9
35060,32539.7
35060,32622
35060,32702.9
35060,32782.2
35060,32860.2
35060,32936.6
35060,33011.6
35060,33085.1
35060,33157.1
35060,33227.7
35060,33296.9
35060,33364.5
35060,33430.8
35060,33495.5
35060,33558.8
35060,33620.6
35060,33681
35060,33740
35060,33797.4
35060,33853.4
35060,33908
35060,33961.1
35060,34012.7
35060,34062.9
35060,34111.7
35060,34159.1
35060,34205.3
35060,34250
35060,34293.5
35060,34335.6
35060,34376.4
35060,34415.8
35060,34453.9
35060,34490.7
35060,34526.2
35060,34560.3
35060,34593
35060,34617.9
35060,34641
35060,34662.8
35060,34689.5
35060,34715.2
35060,34739.8
35060,34757.5
35060,34773.7
35060,34789.2
35060,34809.4
35060,34828.4
35060,34846.3
35060,34863.5
35060,34879.9
35060,34895.5
35060,34910.5
35060,34924.6
35060,34938
35060,34951
35060,34963.5
35060,34975.6
35060,34987.4
35060,34998.8
35060,35009.9
35060,35020.5
35060,35030.7
35060,35039.6
35060,35046.9
35060,35052.7
35060,35056.9
35060,35059.6
35060,35060.8
35060,35060.7
35060,35060.4
